subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
soc	SO10	時事問題	AIやロボットなどの最新技術を使って、誰もが快適に暮らせる未来の社会を何と呼びますか？	["Society4.0", "Society5.0", "Society6.0", "Smart Society"]	1	Society5.0	狩猟→農耕→工業→情報に続く第5段階の社会です。	normal
soc	SO10	時事問題	Society5.0とは、どのような順序で発展してきた社会の第5段階ですか？	["狩猟→農耕→情報→工業→Society5.0", "狩猟→農耕→工業→情報→Society5.0", "農耕→工業→情報→狩猟→Society5.0", "工業→情報→農耕→狩猟→Society5.0"]	1	狩猟→農耕→工業→情報→Society5.0	人類社会の発展段階を示す概念です。	hard
soc	SO10	時事問題	大阪・関西万博で重視された「SDGs」の目標3は何ですか？	["質の高い教育をみんなに", "すべての人に健康と福祉を", "エネルギーをみんなに", "働きがいも経済成長も"]	1	すべての人に健康と福祉を	万博では健康・医療の展示が中心でした。	normal
soc	SO10	時事問題	2025年10月20日、自民党が新たな連立政権を組むことで合意した政党はどこですか？	["公明党", "国民民主党", "日本維新の会", "立憲民主党"]	2	日本維新の会	25年以上続いた自公連立が解消されました。	easy
soc	SO10	時事問題	25年以上続いた自民党との連立を解消した政党はどこですか？	["公明党", "社会党", "民主党", "日本維新の会"]	0	公明党	2025年7月の参院選敗北を受けて連立を離脱しました。	easy
soc	SO10	時事問題	日本維新の会が連立政権で選択した、閣僚を出さない協力形態を何と呼びますか？	["閣内協力", "閣外協力", "閣上協力", "閣下協力"]	1	閣外協力	リスクを避けながら政策協力を行う形態です。	normal
soc	SO08	公民（政治・憲法）	複数の政党が協力して政府を運営することを何と呼びますか？	["連立政権", "挙国一致内閣", "大連立", "政党内閣"]	0	連立政権	一つの政党だけで過半数が取れない時に組まれます。	easy
soc	SO08	公民（政治・憲法）	衆議院の総定数は何人ですか？	["365人", "465人", "565人", "665人"]	1	465人	過半数は233議席です。	normal
soc	SO08	公民（政治・憲法）	参議院の総定数は何人ですか？	["148人", "198人", "248人", "298人"]	2	248人	過半数は125議席です。	normal
soc	SO08	公民（政治・憲法）	衆議院で法律や予算を通すために必要な、全体の半分より1つ多い議席数のことを何と呼びますか？	["多数決", "過半数", "絶対多数", "定足数"]	1	過半数	衆議院465議席の過半数は233議席です。	easy
soc	SO10	時事問題	日本維新の会の本拠地として知られる都道府県はどこですか？	["東京都", "愛知県", "大阪府", "福岡県"]	2	大阪府	大阪を中心に活動しています。	easy
soc	SO10	時事問題	日本維新の会の前身となった政治団体で、2010年に結成されたものは何ですか？	["大阪維新の会", "関西維新の会", "西日本維新の会", "地域政党大阪"]	0	大阪維新の会	2015年に日本維新の会として全国政党化しました。	normal
soc	SO10	時事問題	日本維新の会が主張する、無駄な支出を減らし効率的な行政を目指す政策を何と呼びますか？	["行政改革", "構造改革", "財政改革", "規制改革"]	0	行政改革	議員定数削減なども含まれます。	normal
soc	SO10	時事問題	日本維新の会が推進する、大阪を日本の第2の首都として位置づける構想を何と呼びますか？	["首都移転構想", "副首都構想", "二都構想", "大阪都構想"]	1	副首都構想	災害時のバックアップ機能も期待されます。	normal
soc	SO09	公民（経済・国際）	2025年、トランプ大統領がアメリカの製造業を守るために導入した政策は何ですか？	["関税の引き上げ", "関税の引き下げ", "貿易の自由化", "輸入の禁止"]	0	関税の引き上げ	鉄鋼・アルミニウムに25%、日本に24%の関税をかけました。	easy
soc	SO09	公民（経済・国際）	2025年3月12日、トランプ大統領が25%の関税をかけた2つの金属は何ですか？	["金と銀", "鉄鋼とアルミニウム", "銅と亜鉛", "プラチナとチタン"]	1	鉄鋼とアルミニウム	アメリカの金属産業を保護する目的でした。	normal
soc	SO09	公民（経済・国際）	2025年4月3日、トランプ大統領が日本に対して発表した関税率は何%ですか？	["14%", "24%", "34%", "44%"]	1	24%	「相互関税」として発表されました。	normal
soc	SO09	公民（経済・国際）	外国から商品を輸入する時にかかる税金を何と呼びますか？	["消費税", "関税", "輸入税", "通関税"]	1	関税	国内産業を守る目的もあります。	easy
soc	SO09	公民（経済・国際）	関税を高くして自国の産業を守る貿易方式を何と呼びますか？	["自由貿易", "保護貿易", "公正貿易", "公平貿易"]	1	保護貿易	トランプ政権が採用した方針です。	normal
soc	SO09	公民（経済・国際）	関税を低くして国を超えて自由に貿易する方式を何と呼びますか？	["自由貿易", "保護貿易", "公正貿易", "計画貿易"]	0	自由貿易	消費者は安い商品を買えますが、国内産業は競争に負ける可能性があります。	normal
soc	SO09	公民（経済・国際）	トランプ大統領が掲げる、アメリカの利益を最優先する考え方を何と呼びますか？	["グローバリズム", "アメリカ第一主義", "国際主義", "多国間主義"]	1	アメリカ第一主義	保護貿易や移民制限などの政策に表れています。	easy
soc	SO09	公民（経済・国際）	トランプ関税により、OECD（経済協力開発機構）は2025年の世界経済成長率をどのように修正しましたか？	["3.5%から3.3%に上方修正", "3.1%から2.9%に下方修正", "2.5%から2.9%に上方修正", "2.9%から3.1%に上方修正"]	1	3.1%から2.9%に下方修正	関税により世界経済の成長が鈍化すると予測されました。	hard
soc	SO10	時事問題	2025年1月20日、第47代アメリカ合衆国大統領に就任した人物は誰ですか？	["ジョー・バイデン", "ドナルド・トランプ", "バラク・オバマ", "カマラ・ハリス"]	1	ドナルド・トランプ	1893年以来132年ぶりの「非連続任期」の大統領です。	easy
soc	SO10	時事問題	トランプ氏は第何代と第何代のアメリカ大統領を務めましたか？	["第44代と第46代", "第45代と第47代", "第46代と第48代", "第43代と第45代"]	1	第45代と第47代	2017-2021年と2025年からの2回です。	normal
soc	SO10	時事問題	2024年の大統領選挙でトランプ氏が破った民主党の候補者は誰ですか？	["ヒラリー・クリントン", "バーニー・サンダース", "カマラ・ハリス", "エリザベス・ウォーレン"]	2	カマラ・ハリス	バイデン政権で副大統領を務めていました。	normal
soc	SO10	時事問題	1893年に史上初めて「非連続任期」で大統領を務めたアメリカの政治家は誰ですか？	["セオドア・ルーズベルト", "グロバー・クリーブランド", "ウィリアム・タフト", "ウッドロウ・ウィルソン"]	1	グロバー・クリーブランド	第22代と第24代の大統領でした。	hard
soc	SO10	時事問題	2025年のトランプ大統領就任式は、寒波のため屋内で行われました。屋内での就任式は何年ぶりでしたか？	["20年ぶり", "30年ぶり", "40年ぶり", "50年ぶり"]	2	40年ぶり	1985年のレーガン大統領以来でした。	hard
soc	SO10	時事問題	トランプ大統領が再び離脱を表明した、地球温暖化対策の国際的な枠組みは何ですか？	["京都議定書", "パリ協定", "モントリオール議定書", "バーゼル条約"]	1	パリ協定	経済成長を優先する「アメリカ第一主義」の表れです。	normal
soc	SO08	公民（政治・憲法）	アメリカの大統領の任期は何年ですか？	["2年", "4年", "6年", "8年"]	1	4年	最大2期8年まで務めることができます。	easy
soc	SO08	公民（政治・憲法）	アメリカの大統領は、国民が直接選ぶのではなく、各州の選挙人が選ぶ方式です。この制度を何と呼びますか？	["直接選挙", "間接選挙", "比例選挙", "小選挙区制"]	1	間接選挙	選挙人制度とも呼ばれます。	normal
soc	SO08	公民（政治・憲法）	アメリカの二大政党のうち、保守的で「小さな政府」を目指す政党はどちらですか？	["民主党", "共和党", "緑の党", "自由党"]	1	共和党	トランプ氏が所属する政党です。	normal
soc	SO08	公民（政治・憲法）	アメリカの二大政党のうち、リベラルで「大きな政府」を目指す政党はどちらですか？	["民主党", "共和党", "緑の党", "自由党"]	0	民主党	バイデン氏やハリス氏が所属する政党です。	normal
soc	SO10	時事問題	2025年に就任したトランプ大統領の就任式に、IT企業のCEOとして出席した人物に含まれないのは誰ですか？	["イーロン・マスク", "マーク・ザッカーバーグ", "ティム・クック", "ビル・ゲイツ"]	3	ビル・ゲイツ	マスク氏、ザッカーバーグ氏、クック氏らが出席しました。	hard
soc	SO10	時事問題	2024年夏の異常な暑さで収穫量が減少し、価格が約2倍に高騰した日本の主食は何ですか？	["小麦", "コメ", "トウモロコシ", "大豆"]	1	コメ	「令和の米騒動」と呼ばれました。	easy
soc	SO10	時事問題	2025年1月31日、政府がコメ価格高騰への対策として実施したことは何ですか？	["コメの輸入", "備蓄米の放出", "価格統制", "補助金の支給"]	1	備蓄米の放出	21万トンを市場に放出しました。	normal
soc	SO10	時事問題	政府が凶作や災害などに備えて保管しているコメを何と呼びますか？	["予備米", "備蓄米", "緊急米", "保存米"]	1	備蓄米	通常は100万トンを目標に保管しています。	easy
soc	SO10	時事問題	政府が保管している備蓄米は通常何トンを目標としていますか？	["50万トン", "100万トン", "150万トン", "200万トン"]	1	100万トン	2025年には21万トンを放出しました。	normal
soc	SO10	時事問題	2025年のコメ価格高騰は「令和の米騒動」と呼ばれました。歴史上有名な「米騒動」が起きたのは何年ですか？	["1868年（明治元年）", "1918年（大正7年）", "1945年（昭和20年）", "1993年（平成5年）"]	1	1918年（大正7年）	富山県の主婦たちが米の安売りを求めて起こした騒動です。	normal
soc	SO07	歴史（明治〜現代）	1918年の米騒動が始まった県はどこですか？	["新潟県", "秋田県", "富山県", "石川県"]	2	富山県	米価格の高騰に抗議する運動が全国に広がりました。	normal
soc	SO10	時事問題	1993年の「平成の米騒動」で、日本がコメを緊急輸入した主な国はどこですか？	["アメリカ", "中国", "タイ", "オーストラリア"]	2	タイ	冷害による大凶作が原因でした。	hard
soc	SO10	時事問題	日本の食料自給率（カロリーベース）は約何%ですか？	["約18%", "約28%", "約38%", "約48%"]	2	約38%	先進国の中では低い水準です。	normal
soc	SO10	時事問題	2024年から2025年にかけて、全国で被害が相次いだ野生動物は何ですか？	["シカ", "イノシシ", "クマ", "サル"]	2	クマ	人里に出没するケースが増加しました。	easy
soc	SO10	時事問題	クマの出没が増加している主な原因として考えられるものはどれですか？	["クマの個体数増加と山の食べ物不足", "クマの天敵の増加", "クマの視力向上", "クマの飼育の禁止"]	0	クマの個体数増加と山の食べ物不足	気候変動による影響も指摘されています。	normal
soc	SO10	時事問題	クマの出没増加の背景にある、地球規模での気温上昇現象を何と呼びますか？	["地球寒冷化", "地球温暖化", "オゾン層破壊", "砂漠化"]	1	地球温暖化	ドングリなどの餌不足の原因となっています。	easy
soc	SO10	時事問題	2025年7月20日に投開票が行われた国政選挙は何ですか？	["衆議院選挙", "参議院選挙", "統一地方選挙", "都知事選挙"]	1	参議院選挙	自民・公明が大敗しました。	easy
soc	SO10	時事問題	2025年の参議院選挙で、自民党が獲得した議席数は何議席ですか？	["23議席", "33議席", "43議席", "53議席"]	1	33議席	改選前の52議席から19議席減でした。	hard
soc	SO10	時事問題	2025年の参議院選挙で、公明党が獲得した議席数は何議席ですか？	["4議席", "8議席", "12議席", "14議席"]	1	8議席	改選前の14議席から6議席減でした。	hard
soc	SO10	時事問題	2025年の参議院選挙で、自民・公明の合計議席数は何議席でしたか？	["31議席", "41議席", "51議席", "61議席"]	1	41議席	目標の50議席を大きく下回りました。	hard
soc	SO08	公民（政治・憲法）	日本の国会は衆議院と参議院の2つの議院で構成されています。この制度を何と呼びますか？	["一院制", "二院制", "三院制", "多院制"]	1	二院制	慎重な審議を行うための仕組みです。	easy
soc	SO08	公民（政治・憲法）	参議院の任期は何年ですか？	["3年", "4年", "6年", "8年"]	2	6年	3年ごとに半数を改選します。	normal
soc	SO08	公民（政治・憲法）	参議院は衆議院と異なり、任期途中で議会を終わらせる制度がありません。この制度を何と呼びますか？	["辞職", "解散", "総辞職", "不信任"]	1	解散	参議院には解散がありません。	normal
soc	SO08	公民（政治・憲法）	参議院が「良識の府」「再考の府」と呼ばれる理由として適切なものはどれですか？	["議員の年齢が高いから", "解散がなく任期が長いため慎重に審議できるから", "議員数が少ないから", "選挙区が大きいから"]	1	解散がなく任期が長いため慎重に審議できるから	衆議院で可決された法案を改めて審議します。	normal
soc	SO08	公民（政治・憲法）	衆議院と参議院で多数派の政党が異なる状態を何と呼びますか？	["政界再編", "ねじれ国会", "分裂国会", "二極化"]	1	ねじれ国会	法案の成立が困難になります。	normal
soc	SO10	時事問題	2025年の参議院選挙で大きく議席を伸ばし、17議席を獲得した政党はどこですか？	["国民民主党", "立憲民主党", "日本維新の会", "参政党"]	0	国民民主党	改選前の4議席から13議席増でした。	normal
soc	SO10	時事問題	2025年の参議院選挙で16議席を獲得し、躍進した新興政党はどこですか？	["国民民主党", "立憲民主党", "日本維新の会", "参政党"]	3	参政党	改選前の1議席から15議席増でした。	normal
soc	SO10	時事問題	1989年の参議院選挙で自民党が獲得した議席数は何議席でしたか？	["26議席", "36議席", "46議席", "56議席"]	1	36議席	これが過去最低でしたが、2025年はさらに下回りました。	hard
soc	SO10	時事問題	1989年の参議院選挙で自民党が大敗した背景にあった政治スキャンダルは何ですか？	["ロッキード事件", "リクルート事件", "東京佐川急便事件", "ライブドア事件"]	1	リクルート事件	消費税導入への批判も重なりました。	normal
soc	SO10	時事問題	2025年のノーベル生理学・医学賞を受賞した日本人研究者は誰ですか？	["山中伸弥", "本庶佑", "坂口志文", "大村智"]	2	坂口志文	大阪大学特任教授、74歳で受賞しました。	normal
soc	SO10	時事問題	坂口志文氏が発見した、免疫の「ブレーキ」役を担う細胞は何ですか？	["制御性T細胞", "キラーT細胞", "ヘルパーT細胞", "B細胞"]	0	制御性T細胞	Tregとも呼ばれます。	normal
sci	SC09	人体	制御性T細胞（Treg）は、免疫系にとってどのような役割を果たしますか？	["免疫を活性化させる", "免疫が自分の体を攻撃するのを防ぐ", "病原体を直接攻撃する", "抗体を作る"]	1	免疫が自分の体を攻撃するのを防ぐ	免疫の「ブレーキ」役として働きます。	normal
sci	SC09	人体	坂口志文氏が制御性T細胞を発見したのは何年ですか？	["1985年", "1995年", "2005年", "2015年"]	1	1995年	世界で初めての発見でした。	hard
sci	SC09	人体	制御性T細胞の発見により、治療法の開発が進んだ病気として適切でないものはどれですか？	["リウマチ", "1型糖尿病", "風邪", "がん"]	2	風邪	自己免疫疾患やがんの治療に応用されています。	normal
sci	SC09	人体	制御性T細胞の研究から生まれた、がん治療薬として有名な免疫チェックポイント阻害剤は何ですか？	["アスピリン", "ペニシリン", "オプジーボ", "イベルメクチン"]	2	オプジーボ	免疫を活性化させてがんを攻撃します。	hard
soc	SO10	時事問題	2025年のノーベル化学賞を受賞した日本人研究者は誰ですか？	["吉野彰", "下村脩", "北川進", "野依良治"]	2	北川進	京都大学特別教授です。	normal
soc	SO10	時事問題	北川進氏が開発した、金属イオンと有機分子を組み合わせたスポンジのような物質を何と呼びますか？	["金属有機構造体（MOF）", "カーボンナノチューブ", "フラーレン", "グラフェン"]	0	金属有機構造体（MOF）	Metal-Organic Frameworkの略です。	normal
sci	SC04	物質の性質	金属有機構造体（MOF）の特徴として正しいものはどれですか？	["非常に硬い物質", "表面積が非常に大きい多孔質の物質", "液体の物質", "磁石になる物質"]	1	表面積が非常に大きい多孔質の物質	1グラムでテニスコート1面分の表面積があります。	normal
sci	SC04	物質の性質	金属有機構造体（MOF）の応用例として適切でないものはどれですか？	["水素ガスの貯蔵", "二酸化炭素の回収", "建築材料", "薬の運搬"]	2	建築材料	環境問題の解決に貢献すると期待されています。	normal
soc	SO10	時事問題	同じ年に日本人が2つの自然科学系ノーベル賞を受賞するのは、2025年が何年ぶりですか？	["5年ぶり", "10年ぶり", "15年ぶり", "20年ぶり"]	1	10年ぶり	2015年以来の快挙です。	hard
soc	SO10	時事問題	ノーベル賞を創設したアルフレッド・ノーベルの出身国はどこですか？	["ノルウェー", "デンマーク", "スウェーデン", "フィンランド"]	2	スウェーデン	化学者であり、ダイナマイトの発明者です。	normal
soc	SO10	時事問題	ノーベル賞の授賞式は毎年何月何日に行われますか？	["10月10日", "11月10日", "12月10日", "1月10日"]	2	12月10日	ノーベルの命日に合わせています。	normal
soc	SO10	時事問題	ノーベル賞の授賞式が行われる都市はどこですか？（平和賞を除く）	["コペンハーゲン", "ストックホルム", "オスロ", "ヘルシンキ"]	1	ストックホルム	平和賞のみオスロで開催されます。	normal
soc	SO10	時事問題	2025年までに日本人がノーベル賞を受賞した総数は約何名ですか？（アメリカ国籍取得者を含む）	["21名", "31名", "41名", "51名"]	1	31名	分野別では物理学賞が最多の12名です。	hard
soc	SO10	時事問題	2012年にiPS細胞の作製でノーベル生理学・医学賞を受賞した日本人研究者は誰ですか？	["山中伸弥", "本庶佑", "坂口志文", "大村智"]	0	山中伸弥	京都大学教授（当時）です。	easy
soc	SO10	時事問題	2014年に青色発光ダイオード（LED）の開発でノーベル物理学賞を受賞した日本人研究者に含まれないのは誰ですか？	["赤﨑勇", "天野浩", "中村修二", "江崎玲於奈"]	3	江崎玲於奈	赤﨑氏、天野氏、中村氏の3名が受賞しました。	hard
soc	SO09	公民（経済・国際）	2025年10月27日、日経平均株価が初めて突破した金額はいくらですか？	["4万円", "5万円", "6万円", "7万円"]	1	5万円	終値でも5万500円を超えました。	easy
soc	SO09	公民（経済・国際）	日経平均株価が4万円を突破したのは何年の何月ですか？	["2023年3月", "2024年3月", "2025年3月", "2024年12月"]	1	2024年3月	バブル期以来34年ぶりの高値更新でした。	hard
soc	SO09	公民（経済・国際）	日経平均株価とは、東京証券取引所に上場している代表的な何社の株価の平均ですか？	["125社", "225社", "325社", "425社"]	1	225社	日経225とも呼ばれます。	normal
soc	SO09	公民（経済・国際）	日経平均株価の算出が開始されたのは何年ですか？	["1929年", "1939年", "1949年", "1959年"]	2	1949年	昭和24年から算出開始されました。	hard
soc	SO09	公民（経済・国際）	1989年12月29日、バブル経済のピーク時に日経平均株価がつけた史上最高値はいくらですか？	["約2万8,915円", "約3万8,915円", "約4万8,915円", "約5万8,915円"]	1	約3万8,915円	この記録は2024年2月まで破られませんでした。	hard
soc	SO07	歴史（明治〜現代）	日本のバブル経済が崩壊したのは何年頃ですか？	["1981年", "1991年", "2001年", "2011年"]	1	1991年	その後「失われた30年」と呼ばれる長期不況へ。	normal
soc	SO07	歴史（明治〜現代）	バブル経済の時期、異常に上昇した2つのものは何ですか？	["株価と金利", "株価と地価", "地価と賃金", "金利と物価"]	1	株価と地価	1980年代後半の出来事です。	normal
soc	SO09	公民（経済・国際）	2025年の株価上昇の要因となった、世界的な技術ブームは何に関するものですか？	["AI（人工知能）", "VR（仮想現実）", "5G通信", "ドローン"]	0	AI（人工知能）	ChatGPTなどの生成AIの登場が影響しています。	easy
soc	SO09	公民（経済・国際）	AIを動かすために必要な重要部品で、関連企業の株価が上昇したものは何ですか？	["バッテリー", "半導体", "ディスプレイ", "センサー"]	1	半導体	アドバンテスト、ソフトバンクグループなどの株価が上昇しました。	normal
soc	SO09	公民（経済・国際）	高市早苗首相の経済政策は「サナエノミクス」と呼ばれます。これは誰の経済政策を参考にしていますか？	["小泉純一郎", "安倍晋三", "菅義偉", "岸田文雄"]	1	安倍晋三	「アベノミクス」の復活を誓っています。	normal
soc	SO09	公民（経済・国際）	安倍晋三元首相の経済政策「アベノミクス」の「三本の矢」に含まれないものはどれですか？	["大胆な金融緩和", "機動的な財政政策", "民間投資を喚起する成長戦略", "消費税の廃止"]	3	消費税の廃止	①金融緩和、②財政政策、③成長戦略が三本の矢です。	normal
soc	SO09	公民（経済・国際）	高市首相の経済政策への期待から活発化した株買いを何と呼びますか？	["高市トレード", "サナエトレード", "政権トレード", "積極トレード"]	0	高市トレード	積極財政路線への期待が背景にあります。	normal
soc	SO09	公民（経済・国際）	株価が上昇することのデメリットとして適切でないものはどれですか？	["株を持っていない人との格差が広がる", "実体経済が伴わないとバブル崩壊の危険性がある", "物価上昇が加速する可能性がある", "企業が資金調達しにくくなる"]	3	企業が資金調達しにくくなる	株高は企業の資金調達を容易にします。	normal
</tsvsubject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
soc	SO10	時事問題	2025年の大阪・関西万博は何日間開催されましたか？	["154日間", "164日間", "174日間", "184日間"]	3	184日間	2025年4月13日から10月13日まで開催されました。	normal
